onset	duration	trial_type	event_type	participant_value	gold_std	block_score	n_button_press	stim_file
129.2467	2.0	n/a	running_avg	2.0	1.0	n/a	n/a	CT_3_anger
131.2467	2.0	n/a	running_avg	2.0	1.0	n/a	n/a	CT_3_anger
133.2467	2.0	n/a	running_avg	2.0	1.0	n/a	n/a	CT_3_anger
135.2467	2.0	n/a	running_avg	2.0	1.0	n/a	n/a	CT_3_anger
137.2467	2.0	n/a	running_avg	2.0	1.0	n/a	n/a	CT_3_anger
139.2467	2.0	n/a	running_avg	2.0	1.0	n/a	n/a	CT_3_anger
141.2467	2.0	n/a	running_avg	2.0	1.0	n/a	n/a	CT_3_anger
143.2467	2.0	n/a	running_avg	2.0	1.0	n/a	n/a	CT_3_anger
145.2467	2.0	n/a	running_avg	2.0	1.0	n/a	n/a	CT_3_anger
147.2467	2.0	n/a	running_avg	2.0	1.0	n/a	n/a	CT_3_anger
149.2467	2.0	n/a	running_avg	2.0	1.0	n/a	n/a	CT_3_anger
151.2467	2.0	n/a	running_avg	2.0	1.0	n/a	n/a	CT_3_anger
153.2467	2.0	n/a	running_avg	2.0	1.0	n/a	n/a	CT_3_anger
155.2467	2.0	n/a	running_avg	2.0	1.0	n/a	n/a	CT_3_anger
162.4072	4.0	n/a	running_avg	5.0	5.0	n/a	n/a	CT_3_anger
162.4072	0.0	n/a	default_rating	5	n/a	n/a	n/a	CT_3_anger
162.4072	40.0	circle_block	block_summary	n/a	n/a	0.990969144315	19.0	circles4
166.4072	4.0	n/a	running_avg	3.472625	3.0	n/a	n/a	circles4
166.9659	0.0	n/a	button_press	4	n/a	n/a	n/a	circles4
167.739	0.0	n/a	button_press	3	n/a	n/a	n/a	circles4
170.4072	4.0	n/a	running_avg	2.132725	2.0	n/a	n/a	circles4
170.9381	0.0	n/a	button_press	2	n/a	n/a	n/a	circles4
174.4072	4.0	n/a	running_avg	3.58295	3.0	n/a	n/a	circles4
175.1769	0.0	n/a	button_press	3	n/a	n/a	n/a	circles4
175.4169	0.0	n/a	button_press	4	n/a	n/a	n/a	circles4
178.296	0.0	n/a	button_press	5	n/a	n/a	n/a	circles4
178.4072	4.0	n/a	running_avg	5.8645000000000005	6.0	n/a	n/a	circles4
178.9492	0.0	n/a	button_press	6	n/a	n/a	n/a	circles4
182.4072	4.0	n/a	running_avg	7.58295	8.0	n/a	n/a	circles4
183.0947	0.0	n/a	button_press	7	n/a	n/a	n/a	circles4
183.3879	0.0	n/a	button_press	8	n/a	n/a	n/a	circles4
186.4072	4.0	n/a	running_avg	7.124925	7.0	n/a	n/a	circles4
186.9069	0.0	n/a	button_press	7	n/a	n/a	n/a	circles4
190.4072	4.0	n/a	running_avg	8.377474999999999	9.0	n/a	n/a	circles4
191.5323	0.0	n/a	button_press	8	n/a	n/a	n/a	circles4
191.7722	0.0	n/a	button_press	9	n/a	n/a	n/a	circles4
194.4072	4.0	n/a	running_avg	6.5372	6.0	n/a	n/a	circles4
195.6378	0.0	n/a	button_press	8	n/a	n/a	n/a	circles4
195.8511	0.0	n/a	button_press	7	n/a	n/a	n/a	circles4
196.0377	0.0	n/a	button_press	6	n/a	n/a	n/a	circles4
196.251	0.0	n/a	button_press	5	n/a	n/a	n/a	circles4
198.4072	4.0	n/a	running_avg	4.13075	4.0	n/a	n/a	circles4
199.3034	0.0	n/a	button_press	4	n/a	n/a	n/a	circles4
200.6764	0.0	n/a	button_press	3	n/a	n/a	n/a	circles4
201.0496	0.0	n/a	button_press	4	n/a	n/a	n/a	circles4
207.6478	2.0	n/a	running_avg	2.0199499999999997	5.0	n/a	n/a	circles4
207.6478	137.0	EA_block	block_summary	n/a	n/a	0.849417679938	3.0	AR_3_delighted
207.6478	0.0	n/a	default_rating	5	n/a	n/a	n/a	AR_3_delighted
207.6611	0.0	n/a	button_press	2	n/a	n/a	n/a	AR_3_delighted
209.6478	2.0	n/a	running_avg	2.0	5.0	n/a	n/a	AR_3_delighted
211.6478	2.0	n/a	running_avg	2.0	5.0	n/a	n/a	AR_3_delighted
213.6478	2.0	n/a	running_avg	2.0	5.0	n/a	n/a	AR_3_delighted
215.6478	2.0	n/a	running_avg	2.0	6.8775	n/a	n/a	AR_3_delighted
217.6478	2.0	n/a	running_avg	4.5127999999999995	7.0	n/a	n/a	AR_3_delighted
218.3914	0.0	n/a	button_press	6	n/a	n/a	n/a	AR_3_delighted
219.6478	2.0	n/a	running_avg	6.0	7.0	n/a	n/a	AR_3_delighted
221.6478	2.0	n/a	running_avg	6.0	7.0	n/a	n/a	AR_3_delighted
223.6478	2.0	n/a	running_avg	6.0	7.0	n/a	n/a	AR_3_delighted
225.6478	2.0	n/a	running_avg	6.0	7.0	n/a	n/a	AR_3_delighted
227.6478	2.0	n/a	running_avg	6.0	7.0	n/a	n/a	AR_3_delighted
229.6478	2.0	n/a	running_avg	6.729900000000001	7.0	n/a	n/a	AR_3_delighted
230.188	0.0	n/a	button_press	7	n/a	n/a	n/a	AR_3_delighted
231.6478	2.0	n/a	running_avg	7.0	7.935	n/a	n/a	AR_3_delighted
233.6478	2.0	n/a	running_avg	7.0	8.0	n/a	n/a	AR_3_delighted
235.6478	2.0	n/a	running_avg	7.0	8.0	n/a	n/a	AR_3_delighted
237.6478	2.0	n/a	running_avg	7.0	8.0	n/a	n/a	AR_3_delighted
239.6478	2.0	n/a	running_avg	7.0	8.0	n/a	n/a	AR_3_delighted
241.6478	2.0	n/a	running_avg	7.0	8.0	n/a	n/a	AR_3_delighted
243.6478	2.0	n/a	running_avg	7.0	8.0	n/a	n/a	AR_3_delighted
245.6478	2.0	n/a	running_avg	7.0	8.0	n/a	n/a	AR_3_delighted
247.6478	2.0	n/a	running_avg	7.0	8.0	n/a	n/a	AR_3_delighted
249.6478	2.0	n/a	running_avg	7.0	8.0	n/a	n/a	AR_3_delighted
251.6478	2.0	n/a	running_avg	7.0	8.0	n/a	n/a	AR_3_delighted
253.6478	2.0	n/a	running_avg	7.0	8.0	n/a	n/a	AR_3_delighted
255.6478	2.0	n/a	running_avg	7.0	8.0	n/a	n/a	AR_3_delighted
257.6478	2.0	n/a	running_avg	7.0	8.0	n/a	n/a	AR_3_delighted
259.6478	2.0	n/a	running_avg	7.0	8.0	n/a	n/a	AR_3_delighted
261.6478	2.0	n/a	running_avg	7.0	8.0	n/a	n/a	AR_3_delighted
263.6478	2.0	n/a	running_avg	7.0	8.198	n/a	n/a	AR_3_delighted
265.6478	2.0	n/a	running_avg	7.0	9.0	n/a	n/a	AR_3_delighted
267.6478	2.0	n/a	running_avg	7.0	9.0	n/a	n/a	AR_3_delighted
269.6478	2.0	n/a	running_avg	7.0	9.0	n/a	n/a	AR_3_delighted
271.6478	2.0	n/a	running_avg	7.0	9.0	n/a	n/a	AR_3_delighted
273.6478	2.0	n/a	running_avg	7.0	9.0	n/a	n/a	AR_3_delighted
275.6478	2.0	n/a	running_avg	7.0	9.0	n/a	n/a	AR_3_delighted
277.6478	2.0	n/a	running_avg	7.0	9.0	n/a	n/a	AR_3_delighted
279.6478	2.0	n/a	running_avg	7.0	9.0	n/a	n/a	AR_3_delighted
281.6478	2.0	n/a	running_avg	7.0	9.0	n/a	n/a	AR_3_delighted
283.6478	2.0	n/a	running_avg	7.0	9.0	n/a	n/a	AR_3_delighted
285.6478	2.0	n/a	running_avg	7.0	9.0	n/a	n/a	AR_3_delighted
287.6478	2.0	n/a	running_avg	7.0	9.0	n/a	n/a	AR_3_delighted
289.6478	2.0	n/a	running_avg	7.0	9.0	n/a	n/a	AR_3_delighted
291.6478	2.0	n/a	running_avg	7.0	9.0	n/a	n/a	AR_3_delighted
293.6478	2.0	n/a	running_avg	7.0	9.0	n/a	n/a	AR_3_delighted
295.6478	2.0	n/a	running_avg	7.0	9.0	n/a	n/a	AR_3_delighted
297.6478	2.0	n/a	running_avg	7.0	9.0	n/a	n/a	AR_3_delighted
299.6478	2.0	n/a	running_avg	7.0	9.0	n/a	n/a	AR_3_delighted
301.6478	2.0	n/a	running_avg	7.0	9.0	n/a	n/a	AR_3_delighted
303.6478	2.0	n/a	running_avg	7.0	9.0	n/a	n/a	AR_3_delighted
305.6478	2.0	n/a	running_avg	7.0	9.0	n/a	n/a	AR_3_delighted
307.6478	2.0	n/a	running_avg	7.0	9.0	n/a	n/a	AR_3_delighted
309.6478	2.0	n/a	running_avg	7.0	9.0	n/a	n/a	AR_3_delighted
311.6478	2.0	n/a	running_avg	7.0	9.0	n/a	n/a	AR_3_delighted
313.6478	2.0	n/a	running_avg	7.0	9.0	n/a	n/a	AR_3_delighted
315.6478	2.0	n/a	running_avg	7.0	9.0	n/a	n/a	AR_3_delighted
317.6478	2.0	n/a	running_avg	7.0	9.0	n/a	n/a	AR_3_delighted
319.6478	2.0	n/a	running_avg	7.0	9.0	n/a	n/a	AR_3_delighted
321.6478	2.0	n/a	running_avg	7.0	9.0	n/a	n/a	AR_3_delighted
323.6478	2.0	n/a	running_avg	7.0	9.0	n/a	n/a	AR_3_delighted
325.6478	2.0	n/a	running_avg	7.0	9.0	n/a	n/a	AR_3_delighted
327.6478	2.0	n/a	running_avg	7.0	9.0	n/a	n/a	AR_3_delighted
329.6478	2.0	n/a	running_avg	7.0	9.0	n/a	n/a	AR_3_delighted
331.6478	2.0	n/a	running_avg	7.0	9.0	n/a	n/a	AR_3_delighted
333.6478	2.0	n/a	running_avg	7.0	9.0	n/a	n/a	AR_3_delighted
335.6478	2.0	n/a	running_avg	7.0	8.816	n/a	n/a	AR_3_delighted
337.6478	2.0	n/a	running_avg	7.0	8.0	n/a	n/a	AR_3_delighted
339.6478	2.0	n/a	running_avg	7.0	8.8765	n/a	n/a	AR_3_delighted
341.6478	2.0	n/a	running_avg	7.0	9.0	n/a	n/a	AR_3_delighted
343.6478	1.0	n/a	running_avg	7.0	9.0	n/a	n/a	AR_3_delighted
349.7942	4.0	n/a	running_avg	3.9867	5.0	n/a	n/a	AR_3_delighted
349.7942	0.0	n/a	default_rating	5	n/a	n/a	n/a	AR_3_delighted
349.7942	40.0	circle_block	block_summary	n/a	n/a	0.885615934583	18.0	circles5
349.8075	0.0	n/a	button_press	4	n/a	n/a	n/a	circles5
353.7942	4.0	n/a	running_avg	5.770075	6.0	n/a	n/a	circles5
354.0863	0.0	n/a	button_press	6	n/a	n/a	n/a	circles5
357.4587	0.0	n/a	button_press	5	n/a	n/a	n/a	circles5
357.7942	4.0	n/a	running_avg	4.2551749999999995	4.0	n/a	n/a	circles5
359.0716	0.0	n/a	button_press	4	n/a	n/a	n/a	circles5
361.5375	0.0	n/a	button_press	3	n/a	n/a	n/a	circles5
361.7942	4.0	n/a	running_avg	3.0	2.0	n/a	n/a	circles5
365.7942	4.0	n/a	running_avg	4.642375	4.0	n/a	n/a	circles5
366.3628	0.0	n/a	button_press	4	n/a	n/a	n/a	circles5
366.6561	0.0	n/a	button_press	5	n/a	n/a	n/a	circles5
369.7942	4.0	n/a	running_avg	5.759775	5.0	n/a	n/a	circles5
370.575	0.0	n/a	button_press	6	n/a	n/a	n/a	circles5
373.6141	0.0	n/a	button_press	5	n/a	n/a	n/a	circles5
373.7942	4.0	n/a	running_avg	2.1681749999999997	2.0	n/a	n/a	circles5
373.8407	0.0	n/a	button_press	4	n/a	n/a	n/a	circles5
374.014	0.0	n/a	button_press	3	n/a	n/a	n/a	circles5
374.2006	0.0	n/a	button_press	2	n/a	n/a	n/a	circles5
377.7942	4.0	n/a	running_avg	3.834	4.0	n/a	n/a	circles5
378.0129	0.0	n/a	button_press	3	n/a	n/a	n/a	circles5
378.2395	0.0	n/a	button_press	4	n/a	n/a	n/a	circles5
381.7942	4.0	n/a	running_avg	3.2809749999999998	3.0	n/a	n/a	circles5
382.9181	0.0	n/a	button_press	3	n/a	n/a	n/a	circles5
385.7942	4.0	n/a	running_avg	5.0146	6.0	n/a	n/a	circles5
386.6637	0.0	n/a	button_press	4	n/a	n/a	n/a	circles5
386.9437	0.0	n/a	button_press	5	n/a	n/a	n/a	circles5
